feature,importance
bedrooms,0.2731424360993301
bathrooms,0.15054569238205026
accommodates,0.13859126638071692
pet_friendly,0.12268990462670123
beds,0.09834248303823359
has_barbecue,0.09265368892132099
has_elevator,0.08089017998243435
front_beach,0.04112173296596505
has_parking,0.0020226156032474934
